stage,silhouette,davies_bouldin,calinski_harabasz,dunn,knn_acc,knn_macro_f1,pred_source,test_accuracy,pca_silhouette,tsne_silhouette,umap_silhouette,pca_silhouette_std,tsne_silhouette_std,umap_silhouette_std,pca_trustworthiness,tsne_trustworthiness,umap_trustworthiness
epoch 0,-0.04971664771437645,18.165033036990426,2.4196962648924116,0.040222341460664404,0.46781609195402296,0.19809116376286107,k-NN probe (no trained head),0.46781609195402296,-0.07028007507324219,-0.05489516109228134,-0.05878385454416275,0.0,0.000566607910651483,0.0093616185002784,0.9102208399879202,0.9978672449604196,0.9956683346513293
epoch 1,-0.09450802952051163,13.051036342077376,5.894640179873956,0.060754219368592335,0.46360153256704983,0.19584822067392285,model head,0.4812260536398467,-0.19444873929023743,-0.07588083297014236,-0.0564877450466156,0.0,0.00020653175665162534,0.016466728901684588,0.8915568521385867,0.9941533202050609,0.9901023606523969
epoch 2,0.03995959833264351,4.406249075392855,104.3476893195706,0.16868122661154433,0.6609195402298851,0.4389423924290878,model head,0.6513409961685823,0.047486040741205215,0.02288494035601616,0.02073141448199749,0.0,0.0034873834239638646,0.0013329255301633219,0.8610906360271396,0.9821636603808971,0.9670325836632016
epoch 3,0.038843147456645966,4.033795438820677,96.37671456061136,0.18045690706290843,0.6666666666666666,0.46677678271398987,model head,0.664367816091954,0.04908937215805054,0.006095574144273997,0.023613929003477096,0.0,0.00027873897791984824,0.010160507276595905,0.8195422677946053,0.9774364161145481,0.9521281608826216
epoch 4,0.050915446132421494,4.02036350180064,107.29825953178849,0.16726120803179712,0.6601532567049808,0.4640308139358387,model head,0.6720306513409962,0.04426683112978935,0.018901124969124793,0.048896119743585584,0.0,0.00032435736021489556,0.0009311002940348616,0.8342239145731946,0.9792467590962017,0.9588746131848318
epoch 5,0.04156815633177757,4.006135404108455,96.75281908414652,0.17312646667098913,0.6639846743295019,0.46694592753433334,model head,0.6498084291187739,0.032593127340078354,0.007686584070324898,0.023822131752967834,0.0,0.0003878163300769103,0.001318448291254273,0.8389347640049057,0.9781246654247232,0.9528711620293148
epoch 6,0.0487731397151947,4.013981586030343,99.14257037439442,0.17500872156727776,0.6651340996168582,0.482268597562548,model head,0.6559386973180077,0.03967806696891785,0.009566164389252663,0.02845160663127899,0.0,0.0002865706283481819,0.00042298564057142415,0.836336178284597,0.9783395083469377,0.9535255672735353
epoch 7,0.05007290467619896,3.9946194555980314,99.69472899119016,0.1731988174967697,0.6701149425287356,0.48879791436280484,model head,0.6563218390804598,0.03802109882235527,0.014514959417283535,0.030705567076802255,0.0,0.00015414939451138265,0.0012791790311803557,0.8349737028447297,0.9773832473497945,0.954366399892493
