frac,deletion_mean,deletion_std,insertion_mean,insertion_std
0.0,0.7352530443897614,0.18766449240189104,0.4774499061282796,0.4492416039222975
0.1,0.617991986653875,0.30435106937711265,0.5230600411731463,0.4221382684638038
0.2,0.564365961686708,0.33087714519903116,0.5799921289976472,0.40191890411113895
0.30000000000000004,0.5170103236832297,0.3517789183128603,0.6330639849404375,0.37581661728593263
0.4,0.48382551864425366,0.3645422330582801,0.6642300154995889,0.35354973427056463
0.5,0.4544328013379485,0.37558333625242485,0.6965124262428771,0.3229386896093905
0.6000000000000001,0.44455034911292246,0.384240448380805,0.7076287761620748,0.3067424501527391
0.7000000000000001,0.4443603860742699,0.39868900656991296,0.7235378662009652,0.28440695952429135
0.8,0.4276108687141767,0.421460259647732,0.7571965052423856,0.21486397687511374
0.9,0.45010846616574923,0.4378598167841559,0.756006196813228,0.1961291730618238
1.0,0.4774499061282796,0.4492416039222975,0.7352530443897614,0.18766449240189104
