frac,deletion_mean,deletion_std,insertion_mean,insertion_std
0.0,0.7352530443897614,0.18766449240189104,0.4774499061282796,0.4492416039222975
0.1,0.600200480021393,0.33006402432608417,0.5616013545689817,0.4102250247958581
0.2,0.5657037061062427,0.3493713232643017,0.5936494552376322,0.3874389980255568
0.30000000000000004,0.5325789268261109,0.363042980669475,0.6218341912542327,0.36361742950944254
0.4,0.5081394336870513,0.3732423201260488,0.6466269357774693,0.34362277482572384
0.5,0.49095984006461757,0.38420865877319044,0.670116244462462,0.31859269733599316
0.6000000000000001,0.4755515762690741,0.39499529517969273,0.6903475419066559,0.296128147357275
0.7000000000000001,0.46443365012779114,0.4066170620301151,0.7094405620724249,0.27319703237525256
0.8,0.46280091083698116,0.42240532692761074,0.7194339137553023,0.2523507281113944
0.9,0.4716515862929205,0.437777394261581,0.7265600227428457,0.2262202232736077
1.0,0.4774499061282796,0.4492416039222975,0.7352530443897614,0.18766449240189104
